team,player_name,role,price,auction_year,source_file,price_in_inr,price_in_crore,player_name_clean,role_bucket,is_overseas,is_wicketkeeper,is_allrounder,unnamed_0,price_in,nationality,base_price,capped_uncapped,matched_player_name_clean,match_confidence,performance_season,player_name_clean_perf,matches_played_x,innings_batted,runs_scored_x,balls_faced,boundary_runs,fours,sixes,dismissals,dot_balls_batting,batting_strike_rate_x,batting_average,boundary_ball_pct,dot_ball_pct_batting,runs_per_innings_x,phase_balls_death,phase_balls_middle,phase_balls_other,phase_balls_powerplay,phase_runs_death,phase_runs_middle,phase_runs_other,phase_runs_powerplay,powerplay_strike_rate,middle_strike_rate,death_strike_rate,matches_played_bowl,innings_bowled,balls_bowled,legal_balls_bowled,runs_conceded,wickets_x,dot_balls_bowling,bowling_strike_rate_x,economy_rate_x,dot_ball_pct_bowling,phase_balls_death_bowl,phase_balls_middle_bowl,phase_balls_other_bowl,phase_balls_powerplay_bowl,phase_runs_death_bowl,phase_runs_middle_bowl,phase_runs_other_bowl,phase_runs_powerplay_bowl,phase_wickets_death,phase_wickets_middle,phase_wickets_other,phase_wickets_powerplay,powerplay_wickets,powerplay_economy,death_wickets,death_economy,experience_proxy,recent_runs_scored,recent_wickets,recent_batting_strike_rate,recent_economy_rate,prior_seasons_played,career_runs_before_auction,career_wickets_before_auction,career_matches_before_auction,three_year_runs_before_auction,three_year_wickets_before_auction,three_year_matches_before_auction,three_year_batting_sr_before_auction,three_year_economy_before_auction,career_best_runs_season_before_auction,career_best_wickets_season_before_auction,career_best_sr_season_before_auction,career_best_economy_season_before_auction,prior_500_run_seasons,prior_400_run_seasons,prior_20_wicket_seasons,prior_15_wicket_seasons,pedigree_batter_index,pedigree_bowler_index,target_log_price,player_name_clean_model,year_median_price_in_inr,year_mean_price_in_inr,year_total_spend_in_inr,year_players_sold,inflation_index,spend_index,is_mega_auction_proxy,role_year_median_price_in_inr,role_year_mean_price_in_inr,leadership_proxy,captaincy_proxy,title_winning_captain_proxy,indian_batter_premium_proxy,sena_overseas_premium_proxy,wicketkeeper_scarcity_proxy,death_bowler_premium_proxy,control_bowler_premium_proxy,left_arm_bowler_proxy,premium_bowler_quality_index,elite_indian_pacer_scarcity_proxy,previous_auction_price_in_inr,prior_auction_count,years_since_last_auction,career_peak_auction_price_in_inr,auction_history_mean_price_in_inr,marquee_player_proxy,predicted_log_price,predicted_price_in_inr,intrinsic_predicted_log_price,intrinsic_predicted_price_in_inr,selected_model,predicted_price_in_crore,intrinsic_predicted_price_in_crore,article_fair_price_in_inr,article_market_premium_in_inr,article_fair_price_in_crore,actual_price_in_crore,mispricing_in_inr,mispricing_pct,mispricing_label,article_mispricing_in_inr,article_mispricing_pct,article_mispricing_label,intrinsic_mispricing_in_inr,intrinsic_mispricing_pct,player_name_display,player_name_join,role_bucket_realized,matches_played_y,runs_scored_y,batting_strike_rate_y,runs_per_innings_y,wickets_y,economy_rate_y,bowling_strike_rate_y,realized_value_index,finish_rank_current,made_playoffs_current,finish_rank_prev,made_playoffs_prev,finish_rank_delta,playoff_delta,captaincy_outcome_adjustment,realized_news_index,realized_percentile_within_role,realized_outcome_label
Punjab Kings,Glenn Maxwell,,"4,20,00,000 ",2025.0,IPL_Auction_2025_Sold_Player.csv,42000000.0,4.2,glenn maxwell,batter,1,0,0,117.0,,Overseas,"2,00,00,000 ",Capped,gj maxwell,0.93,2024.0,gj maxwell,9.0,9.0,52.0,43.0,36.0,6.0,2.0,9.0,21.0,120.93023255813952,5.777777777777778,18.6046511627907,48.837209302325576,5.777777777777778,5.0,35.0,0.0,3.0,16.0,36.0,0.0,0.0,0.0,102.85714285714285,320.0,6.0,6.0,98.0,96.0,129.0,6.0,34.0,16.0,8.0625,35.41666666666667,0.0,60.0,6.0,30.0,0.0,79.0,12.0,38.0,0.0,3.0,1.0,2.0,2.0,7.6,0.0,,11.0,1051.5,13.5,174.38266935619433,7.921658986175115,11.0,8160.0,93.0,119.0,3642.0,36.0,41.0,163.53621889491296,8.064611145422585,1656.0,21.0,184.0,6.559766763848397,7.0,8.0,1.0,3.0,0.9548645523620747,0.7678889990089197,17.553180200057167,gj maxwell,15000000.0,35118131.86813187,6391500000.0,182,1.5,1.286936506612287,1,20000000.0,38508771.92982456,1,0,0,0,0,0,0,0,0,0.0,0,142500000.0,3,4.0,142500000.0,113333333.33333333,1,17.45532608378179,38084809.41306638,18.018388183083466,66878504.6728972,gradient_boosting,3.808480941306638,6.68785046728972,198166666.66666666,131288161.99376947,19.816666666666666,4.2,-3915190.5869336203,-0.09321882349841953,moderately_overvalued,156166666.66666666,3.718253968253968,strongly_undervalued,24878504.672897197,0.5923453493546952,Glenn Maxwell,gj maxwell,bowler,6.0,48.0,97.95918367346938,8.0,4.0,8.461538461538462,19.5,0.2915501051959959,1.0,1,4.0,1,3.0,0,0.0,0.2915501051959959,0.44,solid
Kolkata Knight Riders,Spencer Johnson,,"2,80,00,000 ",2025.0,IPL_Auction_2025_Sold_Player.csv,28000000.0,2.8,spencer johnson,batter,1,0,0,63.0,,Overseas,"2,00,00,000 ",Capped,sh johnson,0.93,2024.0,sh johnson,5.0,3.0,6.0,7.0,4.0,1.0,0.0,0.0,4.0,85.71428571428571,,14.285714285714285,57.14285714285714,2.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,,85.71428571428571,5.0,5.0,99.0,96.0,151.0,4.0,34.0,24.0,9.4375,35.41666666666667,24.0,36.0,0.0,36.0,31.0,68.0,0.0,52.0,2.0,1.0,0.0,1.0,1.0,8.666666666666666,2.0,7.75,0.0,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2571522960026429,0.3229930624380575,17.147715103853763,sh johnson,15000000.0,35118131.86813187,6391500000.0,182,1.5,1.286936506612287,1,20000000.0,38508771.92982456,0,0,0,0,0,0,0,0,0,0.0,0,100000000.0,1,1.0,100000000.0,100000000.0,1,17.858237983651737,56981542.986194886,15.471808466211366,5239875.3894081,gradient_boosting,5.698154298619489,0.5239875389408101,129033906.47207324,72052363.48587835,12.903390647207324,2.8,28981542.986194886,1.0350551066498173,strongly_undervalued,101033906.47207324,3.6083538025740443,strongly_undervalued,-22760124.6105919,-0.812861593235425,Spencer Johnson,sh johnson,bowler,4.0,2.0,50.0,1.0,1.0,11.735294117647058,68.0,-1.5347624416838732,6.0,0,1.0,1,-5.0,-1,0.0,-1.5347624416838732,0.06,below_expectation
Sunrisers Hyderabad,Ishan Kishan,,"11,25,00,000 ",2025.0,IPL_Auction_2025_Sold_Player.csv,112500000.0,11.25,ishan kishan,wicketkeeper,0,1,0,167.0,,Indian,"2,00,00,000 ",Capped,ishan kishan,1.0,2024.0,ishan kishan,14.0,14.0,320.0,215.0,236.0,35.0,16.0,14.0,87.0,148.8372093023256,22.857142857142858,23.72093023255814,40.46511627906977,22.857142857142858,5.0,51.0,38.0,121.0,6.0,64.0,24.0,226.0,186.77685950413223,125.49019607843137,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1308.0,,130.52115273992064,,8.0,6972.0,,85.0,3339.0,,39.0,131.47904647606026,,1548.0,,148.64864864864865,,6.0,6.0,0.0,0.0,0.9059960356788901,0.3229930624380575,18.538463788497637,ishan kishan,15000000.0,35118131.86813187,6391500000.0,182,1.5,1.286936506612287,1,112500000.0,120857142.85714285,1,0,0,1,0,1,0,0,0,0.0,0,152500000.0,2,3.0,152500000.0,107250000.0,1,17.828460630156503,55309797.01851666,18.09752752776145,72386292.83489096,gradient_boosting,5.530979701851666,7.238629283489096,203699000.0,131312707.16510904,20.3699,11.25,-57190202.98148334,-0.5083573598354074,strongly_overvalued,91199000.0,0.8106577777777778,strongly_undervalued,-40113707.16510904,-0.35656628591208034,Ishan Kishan,ishan kishan,batter,13.0,354.0,152.58620689655174,27.23076923076923,0.0,24.0,,0.9594251758320009,4.0,1,2.0,1,-2.0,0,0.0,0.9594251758320009,0.8,impact
Royal Challengers Bengaluru,Tim David,,"3,00,00,000 ",2025.0,IPL_Auction_2025_Sold_Player.csv,30000000.0,3.0,tim david,batter,1,0,0,155.0,,Overseas,"2,00,00,000 ",Capped,th david,0.93,2024.0,th david,11.0,11.0,241.0,152.0,146.0,14.0,15.0,8.0,47.0,158.55263157894737,30.125,19.078947368421055,30.92105263157895,21.90909090909091,87.0,65.0,0.0,0.0,171.0,70.0,0.0,0.0,,107.6923076923077,196.55172413793102,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,625.5,,183.600428713604,,3.0,1254.0,,24.0,1254.0,,24.0,133.51139692018043,,693.0,,212.16730038022814,,2.0,2.0,0.0,0.0,0.7744218698381234,0.3229930624380575,17.216707972959764,th david,15000000.0,35118131.86813187,6391500000.0,182,1.5,1.286936506612287,1,20000000.0,38508771.92982456,0,0,0,0,0,0,0,0,0,0.0,0,82500000.0,1,3.0,82500000.0,82500000.0,1,17.90737482214946,59851365.521645345,18.08966401791905,71819314.64174454,gradient_boosting,5.985136552164534,7.181931464174454,119625000.0,47805685.35825546,11.9625,3.0,29851365.521645345,0.9950455173881781,strongly_undervalued,89625000.0,2.9875,strongly_undervalued,41819314.64174454,1.3939771547248179,Tim David,th david,batter,9.0,187.0,185.14851485148515,20.77777777777778,,,,0.6011809384331178,1.0,1,3.0,1,2.0,0,0.0,0.6011809384331178,0.5666666666666667,solid
Kolkata Knight Riders,Rovman Powell,,"1,50,00,000 ",2025.0,IPL_Auction_2025_Sold_Player.csv,15000000.0,1.5,rovman powell,batter,1,0,0,68.0,,Overseas,"1,50,00,000 ",Capped,r powell,0.93,2024.0,r powell,7.0,7.0,103.0,68.0,76.0,10.0,6.0,6.0,30.0,151.47058823529412,17.166666666666668,23.52941176470588,44.11764705882353,14.714285714285714,44.0,24.0,0.0,0.0,80.0,23.0,0.0,0.0,,95.83333333333334,181.8181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,385.5,1.5,112.70778652668417,12.31578947368421,2.0,771.0,3.0,15.0,771.0,3.0,15.0,112.70778652668417,12.31578947368421,750.0,3.0,147.63779527559055,8.526315789473685,1.0,1.0,0.0,0.0,0.6316237198546415,0.4099686157912124,16.52356082573315,r powell,15000000.0,35118131.86813187,6391500000.0,182,1.5,1.286936506612287,1,20000000.0,38508771.92982456,0,0,0,0,0,0,0,0,0,0.0,0,74000000.0,2,1.0,74000000.0,51000000.0,1,17.840246273350584,55965515.0022016,17.912447826880328,60155763.23987539,gradient_boosting,5.59655150022016,6.015576323987539,100630000.0,40474236.76012461,10.063,1.5,40965515.0022016,2.731034333480107,strongly_undervalued,85630000.0,5.708666666666667,strongly_undervalued,45155763.23987539,3.0103842159916927,Rovman Powell,r powell,batter,1.0,5.0,100.0,5.0,,,,-0.6105960867554164,6.0,0,1.0,1,-5.0,-1,0.0,-0.6105960867554164,0.13333333333333333,below_expectation
