match_season,player_name_clean,matches_played,innings_batted,runs_scored,balls_faced,boundary_runs,fours,sixes,dismissals,dot_balls_batting,batting_strike_rate,batting_average,boundary_ball_pct,dot_ball_pct_batting,runs_per_innings,phase_balls_death,phase_balls_middle,phase_balls_other,phase_balls_powerplay,phase_runs_death,phase_runs_middle,phase_runs_other,phase_runs_powerplay,powerplay_strike_rate,middle_strike_rate,death_strike_rate,matches_played_bowl,innings_bowled,balls_bowled,legal_balls_bowled,runs_conceded,wickets,dot_balls_bowling,bowling_strike_rate,economy_rate,dot_ball_pct_bowling,phase_balls_death_bowl,phase_balls_middle_bowl,phase_balls_other_bowl,phase_balls_powerplay_bowl,phase_runs_death_bowl,phase_runs_middle_bowl,phase_runs_other_bowl,phase_runs_powerplay_bowl,phase_wickets_death,phase_wickets_middle,phase_wickets_other,phase_wickets_powerplay,powerplay_wickets,powerplay_economy,death_wickets,death_economy,experience_proxy,recent_runs_scored,recent_wickets,recent_batting_strike_rate,recent_economy_rate,prior_seasons_played,career_runs_before_auction,career_wickets_before_auction,career_matches_before_auction,three_year_runs_before_auction,three_year_wickets_before_auction,three_year_matches_before_auction,three_year_batting_sr_before_auction,three_year_economy_before_auction,career_best_runs_season_before_auction,career_best_wickets_season_before_auction,career_best_sr_season_before_auction,career_best_economy_season_before_auction,prior_500_run_seasons,prior_400_run_seasons,prior_20_wicket_seasons,prior_15_wicket_seasons,pedigree_batter_index,pedigree_bowler_index
2020.0,b kumar,4.0,1.0,0.0,6.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,100.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.0,4.0,264.0,258.0,297.0,9.0,117.0,28.666666666666668,6.906976744186046,45.348837209302324,50.0,24.0,136.0,48.0,82.0,40.0,121.0,54.0,0.0,2.0,5.0,2.0,2.0,6.75,0.0,9.84,9,37.5,33.0,70.57894736842105,7.652392026578073,9,549.0,399.0,117.0,87.0,144.0,41.0,80.3859649122807,7.427224936486222,156.0,78.0,170.0,6.060301507537689,0,0,8,8,0.4522794846382557,0.9581929302940205
2021.0,b kumar,11.0,7.0,102.0,92.0,36.0,9.0,0.0,3.0,20.0,110.86956521739131,34.0,9.782608695652174,21.73913043478261,14.571428571428571,60.0,0.0,32.0,0.0,68.0,0.0,34.0,0.0,,,113.33333333333333,11.0,11.0,777.0,763.0,1005.0,18.0,303.0,42.388888888888886,7.903014416775885,39.71166448230669,156.0,60.0,331.0,216.0,272.0,112.0,391.0,230.0,4.0,0.0,8.0,6.0,6.0,6.388888888888889,4.0,10.461538461538462,10,18.0,24.0,31.57894736842105,7.313023255813953,10,549.0,408.0,121.0,75.0,75.0,31.0,47.05263157894736,7.403920265780731,156.0,78.0,170.0,6.060301507537689,0,0,8,8,0.4291955731747605,0.931598942847704
2022.0,b kumar,14.0,6.0,72.0,80.0,36.0,9.0,0.0,6.0,35.0,90.0,12.0,11.25,43.75,12.0,50.0,2.0,28.0,0.0,48.0,0.0,24.0,0.0,,0.0,96.0,14.0,14.0,990.0,956.0,1149.0,36.0,387.0,26.555555555555557,7.211297071129707,40.48117154811715,230.0,60.0,474.0,192.0,330.0,84.0,527.0,208.0,18.0,0.0,14.0,4.0,4.0,6.5,18.0,8.608695652173912,11,51.0,13.5,55.434782608695656,7.404995580480966,11,651.0,426.0,132.0,138.0,66.0,30.0,58.0091533180778,7.509686976134597,156.0,78.0,170.0,6.060301507537689,0,0,8,9,0.45503799141063755,0.9238685166831847
2023.0,b kumar,14.0,5.0,126.0,143.0,48.0,12.0,0.0,9.0,65.0,88.11188811188812,14.0,8.391608391608392,45.45454545454545,25.2,46.0,48.0,49.0,0.0,42.0,42.0,42.0,0.0,,87.5,91.30434782608695,14.0,14.0,957.0,931.0,1275.0,48.0,363.0,19.395833333333332,8.216970998925886,38.99033297529538,204.0,72.0,487.0,168.0,312.0,114.0,595.0,254.0,14.0,4.0,26.0,4.0,4.0,9.071428571428571,14.0,9.176470588235293,12,87.0,27.0,100.43478260869566,7.557155743952796,12,723.0,462.0,146.0,174.0,63.0,29.0,66.95652173913042,7.3404294106972126,156.0,78.0,170.0,6.060301507537689,0,0,9,10,0.469606871489924,0.9303105384869507
2024.0,b kumar,16.0,5.0,23.0,29.0,12.0,3.0,0.0,3.0,18.0,79.3103448275862,7.666666666666667,10.344827586206897,62.06896551724138,4.6,12.0,17.0,0.0,0.0,10.0,13.0,0.0,0.0,,76.47058823529412,83.33333333333334,16.0,16.0,357.0,342.0,533.0,11.0,126.0,31.09090909090909,9.350877192982455,36.84210526315789,66.0,36.0,72.0,168.0,149.0,57.0,56.0,271.0,1.0,0.0,2.0,8.0,8.0,9.678571428571429,1.0,13.545454545454545,13,99.0,42.0,89.05594405594405,7.714134035027795,13,849.0,510.0,160.0,300.0,102.0,39.0,96.32715110975981,7.777094162277159,156.0,78.0,170.0,6.060301507537689,0,0,10,11,0.5097043277172119,0.9373306904525933
2025.0,b kumar,14.0,6.0,14.0,25.0,4.0,1.0,0.0,3.0,16.0,56.00000000000001,4.666666666666667,4.0,64.0,2.3333333333333335,12.0,13.0,0.0,0.0,6.0,8.0,0.0,0.0,,61.53846153846154,50.0,14.0,14.0,318.0,312.0,483.0,17.0,116.0,18.352941176470587,9.288461538461538,37.17948717948718,90.0,30.0,66.0,126.0,157.0,64.0,71.0,191.0,7.0,2.0,0.0,8.0,8.0,9.095238095238095,7.0,10.466666666666667,14,74.5,29.5,83.71111646973716,8.78392409595417,14,872.0,521.0,176.0,221.0,95.0,44.0,85.80741097982475,8.259715087679348,156.0,78.0,170.0,6.060301507537689,0,0,10,11,0.49491245457548727,0.8237446316484969
2013.0,b laughlin,2.0,2.0,12.0,27.0,0.0,0.0,0.0,3.0,15.0,44.44444444444444,4.0,0.0,55.55555555555556,6.0,2.0,16.0,9.0,0.0,0.0,8.0,4.0,0.0,,50.0,0.0,2.0,2.0,135.0,129.0,213.0,3.0,27.0,43.0,9.906976744186046,20.930232558139537,36.0,48.0,45.0,0.0,90.0,52.0,71.0,0.0,0.0,2.0,1.0,0.0,0.0,,0.0,15.0,0,,,,,0,,,,,,,,,,,,,0,0,0,0,0.2571522960026429,0.3229930624380575
2018.0,b laughlin,7.0,2.0,3.0,12.0,0.0,0.0,0.0,3.0,9.0,25.0,1.0,0.0,75.0,1.5,8.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,,,25.0,7.0,7.0,402.0,386.0,633.0,27.0,99.0,14.296296296296296,9.83937823834197,25.647668393782386,82.0,98.0,134.0,72.0,170.0,132.0,211.0,120.0,6.0,6.0,9.0,6.0,6.0,10.0,6.0,12.439024390243903,1,12.0,3.0,44.44444444444444,9.906976744186046,1,12.0,3.0,2.0,12.0,3.0,2.0,44.44444444444444,9.906976744186046,12.0,3.0,44.44444444444444,9.906976744186046,0,0,0,0,0.29456557647836146,0.42242319127849354
2007.0,b lee,4.0,3.0,51.0,40.0,42.0,6.0,3.0,3.0,22.0,127.49999999999999,17.0,22.5,55.00000000000001,17.0,26.0,0.0,14.0,0.0,34.0,0.0,17.0,0.0,,,130.76923076923077,4.0,4.0,297.0,291.0,336.0,12.0,132.0,24.25,6.927835051546392,45.36082474226804,36.0,36.0,147.0,72.0,58.0,40.0,152.0,86.0,0.0,0.0,4.0,8.0,8.0,7.166666666666667,0.0,9.666666666666666,0,,,,,0,,,,,,,,,,,,,0,0,0,0,0.2571522960026429,0.3229930624380575
2009.0,b lee,9.0,7.0,117.0,132.0,54.0,9.0,3.0,9.0,63.0,88.63636363636364,13.0,9.090909090909092,47.72727272727273,16.714285714285715,70.0,16.0,46.0,0.0,70.0,8.0,39.0,0.0,,50.0,100.0,9.0,9.0,672.0,638.0,780.0,15.0,267.0,42.53333333333333,7.3354231974921635,41.84952978056427,138.0,72.0,332.0,96.0,196.0,82.0,392.0,110.0,4.0,2.0,5.0,4.0,4.0,6.875,4.0,8.521739130434783,1,51.0,12.0,127.49999999999999,6.927835051546392,1,51.0,12.0,4.0,51.0,12.0,4.0,127.49999999999999,6.927835051546392,51.0,12.0,127.49999999999999,6.927835051546392,0,0,0,0,0.4818301949124546,0.6402378592666007
2011.0,b lee,12.0,4.0,15.0,27.0,0.0,0.0,0.0,6.0,12.0,55.55555555555556,2.5,0.0,44.44444444444444,3.75,18.0,0.0,9.0,0.0,10.0,0.0,5.0,0.0,,,55.55555555555556,12.0,12.0,852.0,828.0,1014.0,15.0,324.0,55.2,7.3478260869565215,39.130434782608695,192.0,52.0,428.0,156.0,264.0,70.0,492.0,188.0,2.0,6.0,5.0,2.0,2.0,7.230769230769231,2.0,8.25,2,84.0,13.5,108.06818181818181,7.131629124519278,2,168.0,27.0,13.0,168.0,27.0,13.0,108.06818181818181,7.131629124519278,117.0,15.0,127.49999999999999,6.927835051546392,0,0,0,1,0.45354311199207137,0.679220350181698
2012.0,b lee,10.0,3.0,126.0,61.0,96.0,6.0,12.0,6.0,16.0,206.55737704918033,21.0,29.508196721311474,26.229508196721312,42.0,24.0,16.0,21.0,0.0,62.0,22.0,42.0,0.0,,137.5,258.33333333333337,10.0,10.0,702.0,690.0,897.0,21.0,297.0,32.857142857142854,7.8,43.04347826086957,120.0,72.0,306.0,192.0,186.0,82.0,343.0,286.0,6.0,4.0,7.0,4.0,4.0,8.9375,6.0,9.3,3,66.0,15.0,72.0959595959596,7.3416246422243425,3,183.0,42.0,25.0,183.0,42.0,25.0,90.56397306397305,7.203694778665025,117.0,15.0,127.49999999999999,6.927835051546392,0,0,0,2,0.44039478031053847,0.7097786587380244
2013.0,b lee,3.0,2.0,63.0,36.0,48.0,3.0,6.0,3.0,15.0,175.0,21.0,25.0,41.66666666666667,31.5,12.0,12.0,12.0,0.0,32.0,10.0,21.0,0.0,,83.33333333333334,266.66666666666663,3.0,3.0,225.0,219.0,258.0,12.0,102.0,18.25,7.068493150684931,46.57534246575342,48.0,0.0,111.0,60.0,84.0,0.0,110.0,64.0,4.0,0.0,6.0,2.0,2.0,6.4,4.0,10.5,4,70.5,18.0,131.05646630236794,7.57391304347826,4,309.0,63.0,35.0,258.0,51.0,31.0,116.9164320803665,7.494416428149562,126.0,21.0,206.55737704918033,6.927835051546392,0,0,1,3,0.495399735711926,0.7868929633300298
2022.0,b sai sudharsan,5.0,5.0,435.0,346.0,222.0,42.0,9.0,12.0,109.0,125.72254335260115,36.25,14.739884393063585,31.502890173410403,87.0,18.0,150.0,118.0,60.0,34.0,182.0,145.0,74.0,123.33333333333334,121.33333333333334,188.88888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0,0,0,0,0.2571522960026429,0.3229930624380575
2023.0,b sai sudharsan,8.0,8.0,1086.0,775.0,612.0,99.0,36.0,18.0,235.0,140.1290322580645,60.333333333333336,17.419354838709676,30.32258064516129,135.75,62.0,284.0,269.0,160.0,134.0,398.0,368.0,186.0,116.25000000000001,140.14084507042253,216.1290322580645,,,,,,,,,,,,,,,,,,,,,,,,,,,1,435.0,,125.72254335260115,,1,435.0,,5.0,435.0,,5.0,125.72254335260115,,435.0,,125.72254335260115,,0,1,0,0,0.6120003303600926,0.3229930624380575
2024.0,b sai sudharsan,12.0,12.0,527.0,373.0,294.0,48.0,17.0,11.0,106.0,141.28686327077747,47.90909090909091,17.426273458445042,28.418230563002684,43.916666666666664,16.0,194.0,10.0,153.0,33.0,304.0,9.0,181.0,118.30065359477125,156.70103092783506,206.25,,,,,,,,,,,,,,,,,,,,,,,,,,,2,760.5,,132.92578780533285,,2,1521.0,,13.0,1521.0,,13.0,132.92578780533285,,1086.0,,140.1290322580645,,1,2,0,0,0.7829864552362075,0.3229930624380575
2025.0,b sai sudharsan,15.0,15.0,759.0,486.0,478.0,88.0,21.0,14.0,133.0,156.17283950617283,54.214285714285715,22.42798353909465,27.36625514403292,50.6,21.0,179.0,56.0,230.0,44.0,265.0,62.0,388.0,168.69565217391306,148.04469273743018,209.52380952380955,,,,,,,,,,,,,,,,,,,,,,,,,,,3,806.5,,140.707947764421,,3,2048.0,,25.0,2048.0,,25.0,135.71281296048105,,1086.0,,141.28686327077747,,2,3,0,0,0.8203171456888008,0.3229930624380575
2017.0,b stanlake,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,150.0,146.0,210.0,6.0,51.0,24.333333333333332,8.63013698630137,34.93150684931507,0.0,24.0,74.0,48.0,0.0,44.0,100.0,66.0,0.0,2.0,2.0,2.0,2.0,8.25,0.0,,0,,,,,0,,,,,,,,,,,,,0,0,0,0,0.2571522960026429,0.3229930624380575
2018.0,b stanlake,4.0,1.0,15.0,6.0,12.0,3.0,0.0,0.0,0.0,250.0,,50.0,0.0,15.0,4.0,0.0,2.0,0.0,10.0,0.0,5.0,0.0,,,250.0,4.0,4.0,300.0,292.0,390.0,15.0,141.0,19.466666666666665,8.013698630136986,48.28767123287671,12.0,84.0,100.0,96.0,22.0,112.0,130.0,126.0,0.0,8.0,5.0,2.0,2.0,7.875,0.0,11.0,1,,6.0,,8.63013698630137,1,,6.0,2.0,,6.0,2.0,,8.63013698630137,,6.0,,8.63013698630137,0,0,0,0,0.2571522960026429,0.46415592996366034
2009.0,b sumanth,4.0,4.0,105.0,112.0,36.0,9.0,0.0,3.0,43.0,93.75,35.0,8.035714285714286,38.392857142857146,26.25,42.0,32.0,38.0,0.0,46.0,24.0,35.0,0.0,,75.0,109.52380952380953,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0,0,0,0,0.2571522960026429,0.3229930624380575
2011.0,ba bhatt,8.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,,0.0,100.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,8.0,8.0,516.0,506.0,687.0,27.0,165.0,18.74074074074074,8.146245059288537,32.608695652173914,72.0,130.0,184.0,120.0,92.0,220.0,235.0,140.0,4.0,8.0,9.0,6.0,6.0,7.0,4.0,7.666666666666667,0,,,,,0,,,,,,,,,,,,,0,0,0,0,0.2571522960026429,0.3229930624380575
2012.0,ba bhatt,5.0,1.0,18.0,6.0,18.0,0.0,3.0,0.0,3.0,300.0,,50.0,50.0,18.0,4.0,0.0,2.0,0.0,12.0,0.0,6.0,0.0,,,300.0,5.0,5.0,300.0,298.0,408.0,6.0,78.0,49.666666666666664,8.21476510067114,26.174496644295303,18.0,108.0,100.0,72.0,44.0,138.0,136.0,90.0,0.0,2.0,2.0,2.0,2.0,7.5,0.0,14.666666666666666,1,0.0,27.0,0.0,8.146245059288537,1,0.0,27.0,8.0,0.0,27.0,8.0,0.0,8.146245059288537,0.0,27.0,0.0,8.146245059288537,0,0,1,1,0.15873802444664684,0.7124545754872812
2013.0,ba bhatt,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,93.0,91.0,96.0,3.0,36.0,30.333333333333332,6.32967032967033,39.56043956043956,0.0,48.0,31.0,12.0,0.0,46.0,32.0,18.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,,2,9.0,16.5,150.0,8.180505079979838,2,18.0,33.0,13.0,18.0,33.0,13.0,150.0,8.180505079979838,18.0,27.0,300.0,8.146245059288537,0,0,1,1,0.48099603567889,0.7263214403700033
2017.0,ba stokes,12.0,11.0,948.0,669.0,534.0,66.0,45.0,30.0,198.0,141.70403587443948,31.6,16.591928251121075,29.596412556053814,86.18181818181819,50.0,336.0,227.0,56.0,72.0,494.0,316.0,66.0,117.85714285714286,147.02380952380955,144.0,12.0,12.0,822.0,802.0,948.0,36.0,324.0,22.27777777777778,7.092269326683292,40.399002493765586,120.0,216.0,274.0,192.0,162.0,272.0,316.0,198.0,10.0,6.0,12.0,8.0,8.0,6.1875,10.0,8.1,0,,,,,0,,,,,,,,,,,,,0,0,0,0,0.2571522960026429,0.3229930624380575
2018.0,ba stokes,12.0,12.0,588.0,488.0,264.0,39.0,18.0,36.0,155.0,120.49180327868851,16.333333333333332,11.68032786885246,31.762295081967213,49.0,14.0,230.0,166.0,78.0,12.0,292.0,196.0,88.0,112.82051282051282,126.95652173913044,85.71428571428571,12.0,12.0,696.0,676.0,909.0,24.0,219.0,28.166666666666668,8.068047337278106,32.39644970414201,84.0,216.0,232.0,144.0,146.0,266.0,303.0,194.0,4.0,6.0,8.0,6.0,6.0,8.083333333333334,4.0,10.428571428571429,1,948.0,36.0,141.70403587443948,7.092269326683292,1,948.0,36.0,12.0,948.0,36.0,12.0,141.70403587443948,7.092269326683292,948.0,36.0,141.70403587443948,7.092269326683292,1,1,1,1,0.7631400726792203,0.7733234225305584
2019.0,ba stokes,9.0,9.0,369.0,298.0,168.0,24.0,12.0,18.0,100.0,123.8255033557047,20.5,12.080536912751679,33.557046979865774,41.0,84.0,110.0,100.0,4.0,118.0,118.0,123.0,10.0,250.0,107.27272727272728,140.47619047619045,6.0,6.0,327.0,311.0,567.0,18.0,78.0,17.27777777777778,10.938906752411574,25.080385852090032,60.0,106.0,109.0,36.0,128.0,170.0,189.0,80.0,6.0,4.0,6.0,2.0,2.0,13.333333333333334,6.0,12.8,2,768.0,30.0,131.09791957656398,7.580158331980699,2,1536.0,60.0,24.0,1536.0,60.0,24.0,131.09791957656398,7.580158331980699,948.0,36.0,141.70403587443948,7.092269326683292,2,2,2,2,0.7875619425173439,0.8113974231912785
2020.0,ba stokes,8.0,8.0,855.0,607.0,558.0,108.0,21.0,21.0,241.0,140.85667215815485,40.714285714285715,21.25205930807249,39.70345963756178,106.875,20.0,118.0,261.0,208.0,42.0,164.0,365.0,284.0,136.53846153846155,138.98305084745763,210.0,6.0,6.0,288.0,276.0,462.0,6.0,57.0,46.0,10.043478260869565,20.652173913043477,60.0,72.0,96.0,48.0,118.0,86.0,154.0,104.0,2.0,2.0,2.0,0.0,0.0,13.0,2.0,11.8,3,478.5,21.0,122.15865331719661,9.50347704484484,3,1905.0,78.0,33.0,1905.0,78.0,33.0,128.67378083627756,8.69974113879099,948.0,36.0,141.70403587443948,7.092269326683292,2,2,2,3,0.7986124876114965,0.7004212091179386
2021.0,ba stokes,1.0,1.0,0.0,9.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,18.0,18.0,36.0,0.0,6.0,,12.0,33.33333333333333,0.0,12.0,6.0,0.0,0.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,4,612.0,12.0,132.34108775692977,10.49119250664057,4,2760.0,84.0,41.0,1812.0,48.0,29.0,128.39132626418268,9.683477450186414,948.0,36.0,141.70403587443948,7.092269326683292,3,3,2,3,0.8160802775024777,0.662991410637595
2023.0,ba stokes,2.0,2.0,45.0,43.0,24.0,6.0,0.0,6.0,16.0,104.65116279069768,7.5,13.953488372093023,37.2093023255814,22.5,8.0,14.0,15.0,6.0,12.0,14.0,15.0,4.0,66.66666666666666,100.0,150.0,1.0,1.0,18.0,18.0,54.0,0.0,0.0,,18.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,18.0,36.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,,5,427.5,3.0,70.42833607907741,11.021739130434781,5,2760.0,84.0,42.0,1224.0,24.0,18.0,88.22739183795318,10.99412833776038,948.0,36.0,141.70403587443948,7.092269326683292,3,3,2,3,0.6845474066732739,0.6273785926660059
2017.0,basil thampi,12.0,5.0,84.0,86.0,30.0,3.0,3.0,0.0,35.0,97.67441860465115,,6.976744186046512,40.69767441860465,16.8,56.0,0.0,30.0,0.0,56.0,0.0,28.0,0.0,,,100.0,12.0,12.0,834.0,814.0,1272.0,33.0,228.0,24.666666666666668,9.375921375921376,28.00982800982801,188.0,144.0,290.0,192.0,338.0,192.0,450.0,292.0,14.0,4.0,11.0,4.0,4.0,9.125,14.0,10.787234042553193,0,,,,,0,,,,,,,,,,,,,0,0,0,0,0.2571522960026429,0.3229930624380575
2018.0,basil thampi,4.0,1.0,9.0,18.0,0.0,0.0,0.0,3.0,9.0,50.0,3.0,0.0,50.0,9.0,0.0,12.0,6.0,0.0,0.0,6.0,3.0,0.0,,50.0,,4.0,4.0,186.0,184.0,342.0,15.0,48.0,12.266666666666667,11.152173913043478,26.08695652173913,38.0,60.0,62.0,24.0,60.0,116.0,114.0,52.0,6.0,4.0,5.0,0.0,0.0,13.0,6.0,9.473684210526317,1,84.0,33.0,97.67441860465115,9.375921375921376,1,84.0,33.0,12.0,84.0,33.0,12.0,97.67441860465115,9.375921375921376,84.0,33.0,97.67441860465115,9.375921375921376,0,0,1,1,0.4023125206475058,0.6047158903204494
2019.0,basil thampi,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,,,100.0,3.0,3.0,219.0,217.0,330.0,0.0,51.0,,9.12442396313364,23.502304147465438,24.0,108.0,73.0,12.0,72.0,144.0,110.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,2,46.5,24.0,73.83720930232558,10.264047644482428,2,93.0,48.0,16.0,93.0,48.0,16.0,73.83720930232558,10.264047644482428,84.0,33.0,97.67441860465115,9.375921375921376,0,0,1,2,0.388800792864222,0.6202428146679881
2020.0,basil thampi,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,72.0,72.0,138.0,3.0,15.0,24.0,11.5,20.833333333333336,24.0,0.0,24.0,24.0,52.0,0.0,46.0,40.0,2.0,0.0,1.0,0.0,0.0,10.0,2.0,13.0,3,6.0,7.5,75.0,10.13829893808856,3,96.0,48.0,19.0,96.0,48.0,19.0,82.55813953488372,9.884173084032831,84.0,33.0,100.0,9.12442396313364,0,0,1,2,0.39676247109349194,0.6242732077964983
2022.0,basil thampi,5.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,306.0,294.0,456.0,15.0,114.0,19.6,9.306122448979592,38.775510204081634,36.0,72.0,138.0,48.0,74.0,116.0,176.0,90.0,4.0,6.0,5.0,0.0,0.0,11.25,4.0,12.333333333333334,4,3.0,1.5,100.0,10.31221198156682,4,,51.0,20.0,12.0,18.0,8.0,75.0,10.59219929205904,,33.0,,9.12442396313364,0,0,1,2,0.23194582094482985,0.5890650809382227
2007.0,baw mendis,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,72.0,72.0,72.0,3.0,27.0,24.0,6.0,37.5,12.0,12.0,24.0,24.0,14.0,8.0,24.0,26.0,0.0,2.0,1.0,0.0,0.0,6.5,0.0,7.0,0,,,,,0,,,,,,,,,,,,,0,0,0,0,0.2571522960026429,0.3229930624380575
2009.0,baw mendis,6.0,2.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,50.0,1.0,0.0,50.0,1.5,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,,0.0,100.0,6.0,7.0,456.0,448.0,603.0,15.0,114.0,29.866666666666667,8.075892857142856,25.44642857142857,48.0,192.0,160.0,48.0,80.0,232.0,237.0,54.0,2.0,8.0,5.0,0.0,0.0,6.75,2.0,10.0,1,,3.0,,6.0,1,,3.0,1.0,,3.0,1.0,,6.0,,3.0,,6.0,0,0,0,0,0.2571522960026429,0.6027667657746945
2013.0,baw mendis,3.0,1.0,6.0,12.0,0.0,0.0,0.0,3.0,6.0,50.0,2.0,0.0,50.0,6.0,8.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,,,50.0,3.0,3.0,216.0,216.0,234.0,6.0,87.0,36.0,6.5,40.27777777777778,12.0,60.0,72.0,72.0,14.0,88.0,78.0,54.0,0.0,0.0,2.0,4.0,4.0,4.5,0.0,7.0,2,3.0,9.0,50.0,7.037946428571428,2,3.0,18.0,7.0,3.0,18.0,7.0,50.0,7.037946428571428,3.0,15.0,50.0,6.0,0,0,0,1,0.2790882061446977,0.6597456227287744
2007.0,bb mccullum,4.0,4.0,564.0,280.0,426.0,39.0,45.0,9.0,88.0,201.42857142857142,62.666666666666664,30.0,31.428571428571427,141.0,36.0,64.0,120.0,60.0,112.0,116.0,202.0,134.0,223.33333333333334,181.25,311.11111111111114,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0,0,0,0,0.2571522960026429,0.3229930624380575
2009.0,bb mccullum,18.0,19.0,1200.0,1065.0,744.0,123.0,42.0,45.0,507.0,112.67605633802818,26.666666666666668,15.492957746478872,47.6056338028169,63.1578947368421,60.0,258.0,439.0,308.0,108.0,280.0,468.0,344.0,111.68831168831169,108.52713178294573,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,564.0,,201.42857142857142,,1,564.0,,4.0,564.0,,4.0,201.42857142857142,,564.0,,201.42857142857142,,1,1,0,0,0.7451684836471755,0.3229930624380575
2011.0,bb mccullum,13.0,13.0,1071.0,842.0,708.0,105.0,48.0,39.0,365.0,127.19714964370546,27.46153846153846,18.171021377672208,43.34916864608076,82.38461538461539,12.0,146.0,388.0,296.0,26.0,178.0,427.0,440.0,148.64864864864865,121.91780821917808,216.66666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,2,882.0,,157.0523138832998,,2,1764.0,,22.0,1764.0,,22.0,157.0523138832998,,1200.0,,201.42857142857142,,2,2,0,0,0.8363148331681532,0.3229930624380575
2012.0,bb mccullum,12.0,12.0,867.0,853.0,498.0,111.0,9.0,36.0,406.0,101.64126611957795,24.083333333333332,14.06799531066823,47.59671746776085,72.25,2.0,218.0,365.0,268.0,0.0,272.0,383.0,212.0,79.1044776119403,124.77064220183487,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1135.5,,119.93660299086682,,3,2835.0,,35.0,2835.0,,35.0,147.10059247010167,,1200.0,,201.42857142857142,,3,3,0,0,0.8740915097456227,0.3229930624380575
2013.0,bb mccullum,1.0,1.0,18.0,21.0,12.0,3.0,0.0,3.0,12.0,85.71428571428571,6.0,14.285714285714285,57.14285714285714,18.0,0.0,0.0,7.0,14.0,0.0,0.0,6.0,12.0,85.71428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,969.0,,114.41920788164171,,4,3702.0,,47.0,3138.0,,43.0,113.83815736710386,,1200.0,,201.42857142857142,,4,4,0,0,0.7718698381235547,0.3229930624380575
2014.0,bb mccullum,14.0,14.0,1215.0,1007.0,726.0,96.0,57.0,36.0,419.0,120.65541211519364,33.75,15.193644488579942,41.60873882820258,86.78571428571429,16.0,282.0,387.0,322.0,20.0,336.0,449.0,410.0,127.32919254658385,119.14893617021276,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5,442.5,,93.67777591693184,,5,3720.0,,48.0,1956.0,,26.0,104.85090049252305,,1200.0,,201.42857142857142,,4,4,0,0,0.7393624050214734,0.3229930624380575
2015.0,bb mccullum,14.0,14.0,1308.0,853.0,1026.0,153.0,69.0,39.0,391.0,153.3411488862837,33.53846153846154,26.025791324736225,45.838218053927314,93.42857142857143,24.0,170.0,333.0,326.0,50.0,262.0,520.0,476.0,146.01226993865032,154.11764705882354,208.33333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,6,616.5,,103.18484891473967,,6,4935.0,,62.0,2100.0,,27.0,102.67032131635244,,1215.0,,201.42857142857142,,5,5,0,0,0.754823257350512,0.3229930624380575
2016.0,bb mccullum,16.0,16.0,1062.0,797.0,744.0,114.0,48.0,48.0,347.0,133.24968632371392,22.125,20.326223337515685,43.53826850690088,66.375,0.0,132.0,317.0,348.0,0.0,162.0,396.0,504.0,144.82758620689654,122.72727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1261.5,,136.99828050073867,,7,6243.0,,76.0,2541.0,,29.0,119.90361557192102,,1308.0,,201.42857142857142,,6,6,0,0,0.8599355797819623,0.3229930624380575
