player_name,player_name_clean,suggested_match,confidence,accepted_automatically
Baba Aparajith,baba aparajith,ab barath,0.6956521739130435,False
Brendan Taylor,brendan taylor,je taylor,0.6956521739130435,False
Jeevan Mendis,jeevan mendis,baw mendis,0.6956521739130435,False
Mujeeb Zadran,mujeeb zadran,mujeeb ur rahman,0.6896551724137931,False
Prithviraj Yarra,prithviraj yarra,y prithvi raj,0.6896551724137931,False
Chaitanya Bishnoi,chaitanya bishnoi,ravi bishnoi,0.6896551724137931,False
Tanay Thyagarajann ,tanay thyagarajann,t natarajan,0.6896551724137931,False
Mujeeb Zadran ,mujeeb zadran,mujeeb ur rahman,0.6896551724137931,False
Aditya Garhwal,aditya garhwal,ma agarwal,0.6666666666666666,False
Pankaj Jaswal,pankaj jaswal,ybk jaiswal,0.6666666666666666,False
Dilshan Madushanka ,dilshan madushanka,ishan kishan,0.6666666666666666,False
Jaydev Shah,jaydev shah,oa shah,0.6666666666666666,False
Yudhvir Charak ,yudhvir charak,yudhvir singh,0.6666666666666666,False
Yudhvir Charak ,yudhvir charak,yudhvir singh,0.6666666666666666,False
Shubham Ranjane,shubham ranjane,am rahane,0.6666666666666666,False
Yudhvir Charak,yudhvir charak,yudhvir singh,0.6666666666666666,False
Atharva Ankolekar,atharva ankolekar,atharva taide,0.6666666666666666,False
Digvesh Singh,digvesh singh,akash singh,0.6666666666666666,False
Akshay Wakhare,akshay wakhare,shoaib akhtar,0.6666666666666666,False
Sandeep Bavanaka,sandeep bavanaka,sandeep sharma,0.6666666666666666,False
Ajay Mandal ,ajay mandal,akash madhwal,0.6666666666666666,False
Armaan Jaffer,armaan jaffer,w jaffer,0.6666666666666666,False
Dushmanta Chameera ,dushmanta chameera,pvd chameera,0.6666666666666666,False
Ajay Mandal,ajay mandal,akash madhwal,0.6666666666666666,False
Gus Atkinson ,gus atkinson,sr watson,0.6666666666666666,False
Shubam Agrawal,shubam agrawal,ss agarwal,0.6666666666666666,False
Ankeet Bawane,ankeet bawane,ar bawne,0.6666666666666666,False
Hardus Viljoen,hardus viljoen,gc viljoen,0.6666666666666666,False
M. Harisankar Reddy,m harisankar reddy,nithish kumar reddy,0.6486486486486487,False
Domnic Joseph Muthuswamy,domnic joseph muthuswamy,dj muthuswami,0.6486486486486487,False
Shrijith Krishnan,shrijith krishnan,m prasidh krishna,0.6470588235294118,False
Dushmantha Chameera,dushmantha chameera,pvd chameera,0.6451612903225806,False
Dushmantha Chameera  ,dushmantha chameera,pvd chameera,0.6451612903225806,False
Kanishk Chouhan,kanishk chouhan,mukesh choudhary,0.6451612903225806,False
Nishant Sindhu,nishant sindhu,shashank singh,0.6428571428571429,False
Nishant Sindhu ,nishant sindhu,shashank singh,0.6428571428571429,False
Akash Vashisht ,akash vashisht,akash singh,0.64,False
Thisara Perera,thisara perera,nltc perera,0.64,False
Thisara Perera,thisara perera,nltc perera,0.64,False
Ankush Bains,ankush bains,tanush kotian,0.64,False
Ramakrishna Ghosh,ramakrishna ghosh,an ghosh,0.64,False
Ankush Bains,ankush bains,tanush kotian,0.64,False
Ankush Bains,ankush bains,tanush kotian,0.64,False
Ankush Bains,ankush bains,tanush kotian,0.64,False
Thisara Perera,thisara perera,nltc perera,0.64,False
Shubham Garhwal ,shubham garhwal,ss agarwal,0.64,False
Sarthak Ranjan,sarthak ranjan,anand rajan,0.64,False
Joel Paris,joel paris,jl pattinson,0.6363636363636364,False
Baltej Dhanda ,baltej dhanda,ubt chand,0.6363636363636364,False
Jordan Cox  ,jordan cox,cj jordan,0.631578947368421,False
Salil Arora,salil arora,vg arora,0.631578947368421,False
Barinder Singh Saran,barinder singh saran,karanveer singh,0.6285714285714286,False
Sachithra Senanayaka,sachithra senanayaka,smsm senanayake,0.6285714285714286,False
Sayan Sekhar Mandal,sayan sekhar mandal,suyash sharma,0.625,False
Manvanth Kumar L,manvanth kumar l,pm sarvesh kumar,0.625,False
Shelley Shaurya,shelley shaurya,sandeep sharma,0.6206896551724138,False
Bevan John Jacobs  ,bevan john jacobs,dj jacobs,0.6153846153846154,False
Pathum Nissanka  ,pathum nissanka,m pathirana,0.6153846153846154,False
Ashwin Hebbar ,ashwin hebbar,ashwani kumar,0.6153846153846154,False
Yash Raj Punja,yash raj punja,harshit rana,0.6153846153846154,False
Akshay Karnewar,akshay karnewar,arshad khan,0.6153846153846154,False
Danish Malewar,danish malewar,da miller,0.6086956521739131,False
Kanishk Seth,kanishk seth,akash singh,0.6086956521739131,False
Daksh Kamra,daksh kamra,mukesh kumar,0.6086956521739131,False
Manzoor Dar,manzoor dar,mayank dagar,0.6086956521739131,False
Prashant Veer,prashant veer,p prasanth,0.6086956521739131,False
Aaron Hardie  ,aaron hardie,f behardien,0.6086956521739131,False
Anirudha Ashok Joshi,anirudha ashok joshi,anirudh singh,0.6060606060606061,False
Anirudha Ashok Joshi,anirudha ashok joshi,anirudh singh,0.6060606060606061,False
Benny Howell ,benny howell,r powell,0.6,False
Kusal Janith Perera,kusal janith perera,nltc perera,0.6,False
Onkar Tarmale,onkar tarmale,ap tare,0.6,False
Pyla Avinash,pyla avinash,l ablish,0.6,False
Vikas Tokas,vikas tokas,ba stokes,0.6,False
Chama Milind,chama milind,af milne,0.6,False
Chama Milind,chama milind,af milne,0.6,False
Chama Milind ,chama milind,af milne,0.6,False
Aneeshwar Gautam ,aneeshwar gautam,sandeep sharma,0.6,False
K.K. Jiyaz,kk jiyaz,k khejroliya,0.6,False
Abid Mushtaq ,abid mushtaq,a mishra,0.6,False
Zak Foulkes  ,zak foulkes,ba stokes,0.6,False
Aman Rao Perala,aman rao perala,kamran akmal,0.5925925925925926,False
Sushant Marathe,sushant marathe,mohit rathee,0.5925925925925926,False
Varun Chakaravarthy,varun chakaravarthy,kb arun karthik,0.5882352941176471,False
Auqib Dar,auqib dar,ab dinda,0.5882352941176471,False
Subhranshu Senapati ,subhranshu senapati,suryansh shedge,0.5882352941176471,False
Varun Chakaravarthy,varun chakaravarthy,kb arun karthik,0.5882352941176471,False
Philip Hughes,philip hughes,jr philippe,0.5833333333333334,False
Allah  Ghazanfar  ,allah ghazanfar,aa chavan,0.5833333333333334,False
Bhagath Varma ,bhagath varma,tilak varma,0.5833333333333334,False
Ben Dwarshuis  ,ben dwarshuis,se marsh,0.5714285714285714,False
Vansh Bedi,vansh bedi,harsh dubey,0.5714285714285714,False
Harnoor Pannu,harnoor pannu,n pooran,0.5714285714285714,False
Sahil Parakh,sahil parakh,rs bopara,0.5714285714285714,False
Brydon Carse  ,brydon carse,rd chahar,0.5714285714285714,False
Bandaru Ayyappa,bandaru ayyappa,sikandar raza,0.5714285714285714,False
Ben Dwarshuis,ben dwarshuis,se marsh,0.5714285714285714,False
Nidheesh M D Dinesan,nidheesh m d dinesan,nj maddinson,0.5625,False
Asela Gunarathna,asela gunarathna,ab barath,0.56,False
Agnivesh Ayachi,agnivesh ayachi,yash dayal,0.56,False
K.Bhagath Varma ,kbhagath varma,tilak varma,0.56,False
K.Bhagath Varma,kbhagath varma,tilak varma,0.56,False
Samarth Vyas ,samarth vyas,vijaykumar vyshak,0.5517241379310345,False
Swastik Chhikara ,swastik chhikara,suyash sharma,0.5517241379310345,False
Swastik Chhikara,swastik chhikara,suyash sharma,0.5517241379310345,False
Javon Searless,javon searless,ad hales,0.5454545454545454,False
Ben Duckett  ,ben duckett,le plunkett,0.5454545454545454,False
Tripurana Vijay,tripurana vijay,m vijay,0.5454545454545454,False
Yogesh Gowalkar,yogesh gowalkar,s gopal,0.5454545454545454,False
Chirag Suri,chirag suri,virat singh,0.5454545454545454,False
C Hari Nishaanth,c hari nishaanth,br sharath,0.5384615384615384,False
Shishir Bhavane,shishir bhavane,rashid khan,0.5384615384615384,False
Prasanth Padmanabhan,prasanth padmanabhan,p prasanth,0.5333333333333333,False
Digvijay Deshmukh,digvijay deshmukh,vijaykumar vyshak,0.5294117647058824,False
Abhinav Sadarangani ,abhinav sadarangani,b sai sudharsan,0.5294117647058824,False
Aryan Juyal ,aryan juyal,a uniyal,0.5263157894736842,False
Aryan Juyal,aryan juyal,a uniyal,0.5263157894736842,False
Jacob Duffy  ,jacob duffy,sb dubey,0.5263157894736842,False
Deepak Punia,deepak punia,ag paunikar,0.5217391304347826,False
Dominic Drakes ,dominic drakes,liton das,0.5217391304347826,False
Tajinder Dhillon,tajinder dhillon,t henderson,0.5185185185185185,False
Tajinder Dhillon,tajinder dhillon,t henderson,0.5185185185185185,False
Jhathavedh Subramanyan ,jhathavedh subramanyan,jitesh sharma,0.5142857142857142,False
Aryaman Vikram Birla,aryaman vikram birla,aman hakim khan,0.5142857142857142,False
Zahir Khan Pakteen,zahir khan pakteen,hr shokeen,0.5,False
Sharad Lumba ,sharad lumba,r sharma,0.5,False
Asif K M,asif k m,rasikh salam,0.5,False
Christopher Barnwell,christopher barnwell,dt christian,0.5,False
Praful Hinge,praful hinge,af milne,0.5,False
Cooper Connolly  ,cooper connolly,kk cooper,0.5,False
Avanish Rao Aravelly ,avanish rao aravelly,abishek porel,0.48484848484848486,False
Wanindu Hasaranga ,wanindu hasaranga,ankit sharma,0.4827586206896552,False
Wanindu Hasaranga  ,wanindu hasaranga,ankit sharma,0.4827586206896552,False
Wanindu Hasaranga  ,wanindu hasaranga,ankit sharma,0.4827586206896552,False
Wanindu Hasaranga ,wanindu hasaranga,ankit sharma,0.4827586206896552,False
C.Hari Nishaanth ,chari nishaanth,br sharath,0.48,False
Cameron Delport,cameron delport,naman dhir,0.48,False
Apoorv Vijay Wankhade,apoorv vijay wankhade,r vinay kumar,0.47058823529411764,False
Kishore Pramod Kamath,kishore pramod kamath,shivam sharma,0.47058823529411764,False
Apoorv Vijay Wankhade,apoorv vijay wankhade,r vinay kumar,0.47058823529411764,False
Vaibhav Rawal,vaibhav rawal,akash madhwal,0.46153846153846156,False
Writtick Chatterjee ,writtick chatterjee,mohit rathee,0.45161290322580644,False
Vicky Ostwal,vicky ostwal,yv takawale,0.43478260869565216,False
Vicky Ostwal ,vicky ostwal,yv takawale,0.43478260869565216,False
Rahul Buddhi ,rahul buddhi,rk bhui,0.42105263157894735,False
Akhil Arvind Herwadkar,akhil arvind herwadkar,shakib al hasan,0.3783783783783784,False
Chamika Karunaratne ,chamika karunaratne,kb arun karthik,0.35294117647058826,False
Venkata Satyanarayana Penmetsa,venkata satyanarayana penmetsa,t natarajan,0.34146341463414637,False
Milind Tandon,milind tandon,ml hayden,0.2727272727272727,False
Satvik Deswal,satvik deswal,rasikh salam,0.24,False
Krains Fuletra,krains fuletra,kmdn kulasekara,0.20689655172413793,False
Manjot Kalra,manjot kalra,ankit sharma,0.16666666666666666,False
Luvnith Sisodia ,luvnith sisodia,ankit soni,0.16,False
Luvnith Sisodia,luvnith sisodia,ankit soni,0.16,False
